time,leek_price,onion__price,onion_whole_price,leek_whole_price,mt,mlt,mht,mm,dmm,ms,rh,sun,solar,g_onion_area,g_onion_output,onion_area,onion_output,barley_area,barley_output,total.cpi,b.cpi,vege.cpi,g.onion.cpi,onion.cpi,disel.cpi,onion_export,onion_import,onion_exp.amo,onion_imp.amo,leek_export,leek_import,leek_exp.amo,leek_imp.amo,seasonal,20ago_sea,60ago_sea,120ago_sea,240ago_sea,trend,20ago_tre,60ago_tre,120ago_tre,240ago_tre,remainder,1ago_rem,2ago_rem,3ago_rem,4ago_rem,5ago_rem,6ago_rem,7ago_rem,8ago_rem,9ago_rem,10ago_rem,11ago_rem,12ago_rem,13ago_rem,14ago_rem,15ago_rem,16ago_rem,17ago_rem,18ago_rem,19ago_rem,20ago_rem,40ago_rem,60ago_rem,120ago_rem,240ago_rem
2003-02-10,2000,1000,820,1600,4.4,9.6,0.7,0.8,10.7,1.7,78,1.6,7.65,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,6.020581356,-10.50990289,62.68229347,3.973795313,40.30072689,1442.133596,1423.188005,1348.864562,1153.00553,886.8222725,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,61.65558238,52.53799559,38.65850405,222.5409173,210.5797036,197.5946145,203.7766299,209.5907512,187.3218978,-244.4789496,-211.5468555,443.0206747,-127.1229994
2003-02-11,2000,1000,820,1300,1.7,5.5,-3,2.5,16.5,3.1,63,5.6,11.94,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,122.0701031,-34.46544025,30.36884383,-20.28720934,49.57658,1442.896025,1424.874689,1351.922463,1156.539776,888.353607,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,61.65558238,52.53799559,38.65850405,222.5409173,210.5797036,197.5946145,203.7766299,209.5907512,-248.885813,-182.2913067,463.747433,-137.930187
2003-02-12,2000,1000,820,1300,-2.6,2.1,-6.8,0,5,2.9,45,9.2,16.21,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,121.67053,-30.33800289,16.40650685,-65.84668064,69.97876299,1443.658453,1426.561373,1354.980364,1160.074023,889.8849415,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,61.65558238,52.53799559,38.65850405,222.5409173,210.5797036,197.5946145,203.7766299,-259.2029659,-171.3868705,505.772658,-159.8637045
2003-02-13,2000,1000,820,1300,0.1,5.9,-6,0,0.7,2.4,56,8.1,14.18,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,141.4523474,-25.84267146,12.96192204,-41.57814766,74.03659169,1444.420882,1428.248057,1358.038265,1163.608269,891.4162761,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,61.65558238,52.53799559,38.65850405,222.5409173,210.5797036,197.5946145,-254.8913866,-171.0001865,477.9698787,-165.4528678
2003-02-14,1800,1000,820,1300,2.1,8.8,-3.4,0,0.1,1.6,58,8.5,14.61,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,123.9707638,-40.51444457,-2.922095109,-43.17722346,64.83366907,1445.18331,1429.934741,1361.096165,1167.142515,892.9476106,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,61.65558238,52.53799559,38.65850405,222.5409173,210.5797036,-281.7285724,-158.1740702,476.0347082,-157.7812797
2003-02-15,1800,1000,820,1300,3.5,8.8,-2.1,0,4.5,1,56,2.9,9.24,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,122.7704299,-53.23808666,-0.09809308,-33.20193986,32.58266474,1445.945739,1430.697169,1364.154066,1170.676762,894.4789451,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,61.65558238,52.53799559,38.65850405,222.5409173,-291.6151498,-164.055973,462.5251782,-127.0616099
2003-02-17,1800,1000,820,1300,3,10.9,-3.4,0,0,1.3,65,7.6,13.33,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,117.9510449,-70.11810191,-17.82571968,-10.74151755,32.37202636,1446.708167,1431.459598,1365.84075,1174.211008,896.0102797,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,61.65558238,52.53799559,38.65850405,-300.3949543,-248.0150304,436.5305096,-128.382306
2003-02-18,1800,1000,830,1500,3.8,9.7,-1.5,0,5,1.5,66,4.5,9.49,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,89.89356465,-84.76002193,-34.35816012,-13.88476399,20.9616487,1447.470596,1432.222026,1367.527434,1177.745254,897.5416142,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,61.65558238,52.53799559,-305.8482166,-233.1692739,436.1395097,-118.5032629
2003-02-19,1800,1100,900,1600,3.1,7.3,0.3,0.7,20.2,2.3,71,1.7,6.23,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,79.12179871,-94.64003718,-41.50964818,-2.677589384,13.39833075,1448.233024,1432.984455,1369.214118,1181.279501,899.0729487,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,61.65558238,-293.0157646,-227.7044698,421.3980888,-112.4712795
2003-02-20,1800,1300,950,1500,2.2,8.2,-2.5,0.1,4.9,1.9,59,8.2,15.64,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,58.8738423,-100.2343382,-38.42304101,59.14937672,52.83043589,1448.995453,1433.746883,1370.900802,1184.813747,900.6042832,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,66.48745488,-288.0880744,-232.477761,356.0368763,-153.4347191
2003-02-21,1800,1500,1100,1600,3.5,7.4,-1.8,2.2,18,1.5,65,0.4,4.69,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,51.95921922,-132.8286391,-21.33643383,47.30967615,57.41472904,1449.757881,1434.509312,1372.587486,1188.347993,902.1356178,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,98.31932738,-277.827051,-251.2510521,164.3423306,-59.5503468
2003-02-22,1800,1500,1150,1500,4.4,6,2.9,21.4,41,2.4,87,0,1.19,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,74.56840566,-134.7562734,-36.20220761,37.99378511,53.29310838,1450.52031,1435.27174,1374.27417,1191.88224,903.6669523,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,499.4845332,-268.9469799,-238.0719623,170.1239753,43.03993933
2003-02-24,1800,1500,1300,1400,3.9,8.2,1.1,2.1,5,1.9,75,3.3,9.16,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,58.12997305,-99.39819344,-56.40131471,4.1064655,35.60005915,1451.282738,1436.034169,1375.960854,1195.416486,905.1982868,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,1063.364025,-310.257385,-219.5595392,200.4770486,59.20165404
2003-02-25,1800,1500,1300,1600,4.3,10.6,-0.7,0,0.5,1.3,68,7.3,14.32,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,42.02487378,-80.70678012,-73.40994563,-7.257044588,21.76415278,1452.045167,1436.796597,1377.647538,1198.950732,906.7296213,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,943.910183,300.3369718,-204.2375922,108.3063123,71.50622589
2003-02-26,1800,1500,1300,1700,5.5,11.2,1.8,0.1,10,1.6,68,2.4,8.51,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,40.30072689,-68.96774776,-72.18048131,11.23658818,13.35681783,1452.807595,1437.559026,1379.334222,1202.484979,908.2609559,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,931.4087221,292.2170428,-207.1537405,-13.72156675,78.3822263
2003-02-27,1800,1600,1400,1700,4.5,10.4,-0.5,0.2,6.2,2.1,66,5.8,13.4,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,49.57658,-24.70490587,-77.28435033,7.492125711,15.94948289,1453.570023,1438.321454,1381.020906,1206.019225,909.7922904,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,886.3834518,309.8113996,-203.7365555,-13.5113506,74.25822672
2003-02-28,2100,1600,1450,2000,5.6,11.2,-0.4,0,9,1.8,60,5.8,13.48,13331,378849,15314,933095,48773,187818,72.564,74.532,74.229,79.405,68.533,57.572,0,607,0,83,0,39.8,0,28,69.97876299,-35.89152187,-75.10250506,13.6048061,-12.45785205,1454.332452,1439.083883,1382.70759,1209.553471,911.3236249,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,796.8076393,344.0724231,-207.6050847,-23.15827732,101.1342271
2003-03-03,2100,1600,1450,2000,2.1,6.3,-2.5,3.2,27.5,3.9,64,4.6,13.39,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,74.03659169,-50.8232788,-46.39100201,14.19367696,-23.24613938,1455.09488,1439.846311,1384.394274,1213.087718,912.8549594,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,810.9769678,361.6279183,-238.0032718,-27.28139451,110.3911799
2003-03-04,2200,1600,1530,2000,-0.7,4.3,-5,0,2,2.2,51,7.4,15.47,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,64.83366907,-26.23970022,-30.6756955,-28.40792836,-21.74871242,1455.857309,1440.608739,1386.080958,1216.621964,914.386294,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,785.6309607,376.8699027,-255.4052622,11.78596449,107.3624185
2003-03-05,2200,1700,1530,2000,2.2,7.2,-2.7,0.4,15,1.4,58,1,8.46,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,32.58266474,-24.68426005,-40.91269631,-14.63630584,23.98680978,1456.619737,1441.371168,1387.767642,1220.15621,915.9176285,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,583.3130921,192.2387666,-246.8549454,-5.519904357,60.09556173
2003-03-06,2200,1900,1530,2000,3,4.8,1,15.5,72,2.5,82,0,3.3,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,32.37202636,6.020581356,-44.9753761,-3.744553994,25.38899864,1457.382166,1442.133596,1389.454326,1223.690457,917.448963,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,551.8458222,187.3218978,-244.4789496,-19.94590253,57.16203834
2003-03-07,2300,1900,1700,2100,3.3,5.6,1.8,2.2,24.2,3,78,0.3,4.37,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,20.9616487,122.0701031,-42.25519667,23.54309263,71.00614456,1458.144594,1442.896025,1391.14101,1227.224703,918.9802975,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,435.033872,209.5907512,-248.885813,-50.76779548,10.01355789
2003-03-08,2300,1900,1730,2100,2.6,6.6,-0.2,0.2,2.5,2.2,67,2.9,8.97,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,13.39833075,121.67053,-33.62472774,30.27443282,46.7476128,1458.907023,1443.658453,1392.827694,1230.758949,920.5116321,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,434.6710166,203.7766299,-259.2029659,-61.033382,32.74075512
2003-03-10,2300,1900,1730,2100,3.3,9.4,-1.4,0,5.6,1.9,60,7.5,16.51,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,52.83043589,141.4523474,-39.622991,57.04305799,46.96490289,1459.669451,1444.420882,1394.514378,1234.293196,922.0429666,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,414.1267708,197.5946145,-254.8913866,-91.3362535,30.99213051
2003-03-11,2300,1900,1870,2000,3.8,10.5,-2.4,0,0,1.7,57,8.9,18.19,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,57.41472904,123.9707638,-14.47248916,33.92850491,50.99481786,1461.171376,1445.18331,1396.201062,1237.827442,923.5743011,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,230.845926,210.5797036,-281.7285724,-171.7559467,25.43088102
2003-03-12,2300,1900,1870,2000,5.5,11.7,0,0,0,1.6,56,6.7,15.69,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,53.29310838,122.7704299,-6.272595711,54.90934268,41.95164369,1462.673302,1445.945739,1397.887746,1241.361688,925.1056357,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,231.2838314,222.5409173,-291.6151498,-196.2710308,32.94272066
2003-03-13,2300,2000,1870,1850,5.1,12.2,-0.9,0,1,1.6,59,9.2,18.12,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,35.60005915,117.9510449,0.820524853,58.32257536,41.6636875,1464.175227,1446.708167,1399.574429,1244.895934,926.6369702,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,235.3407879,38.65850405,-300.3949543,-203.2185098,31.69934233
2003-03-14,2300,2200,2060,1800,5.2,11.4,-1.2,0.7,9.5,1.5,64,4.7,12.59,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,21.76415278,89.89356465,4.587103142,27.9517225,70.51884741,1465.677152,1447.470596,1401.261113,1247.953835,928.1683047,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,262.6358397,52.53799559,-305.8482166,-175.9055578,1.312847884
2003-03-15,2000,2200,2060,1600,6.6,10.6,3,0.5,4,1.4,71,2.6,10.29,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,13.35681783,79.12179871,-9.932032855,44.36923755,97.05141924,1467.179077,1448.233024,1402.947797,1251.011736,929.6996392,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,272.6451771,61.65558238,-293.0157646,-195.3809737,-26.75105847
2003-03-17,2000,2200,2060,1400,5.5,9,2.6,0.7,16,2.3,76,1.6,8.04,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,15.94948289,58.8738423,-16.54640695,54.12008594,163.1488073,1468.681003,1448.995453,1404.634481,1254.069637,931.2309738,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,292.1307051,66.48745488,-288.0880744,-208.1897229,-94.37978101
2003-03-18,1600,2200,1930,1300,5.5,12,0.1,0,0,2.2,59,9,18.73,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,-12.45785205,51.95921922,-28.49411437,24.29950575,109.6105805,1470.182928,1449.757881,1406.321165,1257.127538,933.0525323,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,298.2828997,98.31932738,-277.827051,-181.4270435,-42.66311289
2003-03-19,1600,2100,1870,1300,5.3,12.4,-0.6,0,0,1.8,53,9.7,19.24,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,-23.24613938,74.56840566,-39.06086942,24.05035414,79.24946207,1471.684853,1450.52031,1408.007849,1260.185439,934.8740909,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,274.9112848,499.4845332,-268.9469799,-184.2357927,-14.12355299
2003-03-20,1600,2100,1800,1300,6.1,14,-1.4,0,0,1.5,58,9.7,19.13,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,-21.74871242,58.12997305,0.56285173,17.46786919,60.98358169,1473.186778,1451.282738,1409.694533,1263.243339,936.6956495,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,290.5872889,1063.364025,-310.257385,-180.7112085,2.320768809
2003-03-21,1600,2000,1750,1300,7.8,14.2,1.1,0.6,20,2.1,59,6.4,14.95,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,23.98680978,42.02487378,88.28181097,1.980622336,108.2415108,1474.688704,1452.045167,1411.381217,1266.30124,938.5172081,101.3244867,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,305.9299597,943.910183,300.3369718,-168.2818625,-146.7587189
2003-03-22,1600,1900,1750,1300,8.1,15.1,2,0.1,3.5,1.9,59,10,19.97,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,25.38899864,40.30072689,94.71505593,1.731470721,73.30896378,1476.190629,1452.807595,1413.067901,1269.359141,940.3387667,98.42037262,101.3244867,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,306.8916781,931.4087221,292.2170428,-271.0906117,-113.6477304
2003-03-24,1600,1900,1750,1300,9,15.5,2.5,0.1,1,1.6,63,5,14.14,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,71.00614456,49.57658,75.43401517,3.720414344,53.09070245,1477.692554,1453.570023,1414.754585,1272.417042,942.1603252,51.30130147,98.42037262,101.3244867,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,296.8533966,886.3834518,309.8113996,-276.1374561,-95.25102769
2003-03-25,1500,1900,1530,1000,8.8,13.5,4.7,0.1,1,2.4,64,5.5,13.87,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,46.7476128,69.97876299,39.48630774,5.85221511,21.11053635,1479.194479,1454.332452,1416.441269,1275.474943,943.9818838,-25.94209201,51.30130147,98.42037262,101.3244867,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,575.6887851,796.8076393,344.0724231,-281.3271577,-65.09242018
2003-03-26,1500,1900,1530,1000,10.6,18.5,2.8,0,4,2.1,55,6.8,15.84,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,46.96490289,74.03659169,20.24412856,15.26973016,2.225608348,1480.696404,1455.09488,1418.127953,1278.532843,945.8034424,-27.66130733,-25.94209201,51.30130147,98.42037262,101.3244867,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,570.8685279,810.9769678,361.6279183,-293.8025736,-48.02905076
2003-03-27,1500,1900,1530,1000,8.5,13.7,3.5,5.8,14,3.5,60,6.8,16.9,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,50.99481786,64.83366907,3.315460144,12.21765124,41.24544225,1482.19833,1455.857309,1419.814637,1281.590744,947.625001,-33.19314753,-27.66130733,-25.94209201,51.30130147,98.42037262,101.3244867,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,679.3090221,785.6309607,376.8699027,-393.8083955,-88.87044324
2003-03-28,1500,1900,1530,1000,6.1,12.2,0.4,0,0,2.1,57,7.3,17.46,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,41.95164369,32.58266474,-13.74008771,21.78828594,96.12241901,1483.700255,1456.619737,1421.501321,1284.648645,949.4465596,-25.65189859,-33.19314753,-27.66130733,-25.94209201,51.30130147,98.42037262,101.3244867,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,710.7975979,583.3130921,192.2387666,-406.436931,-145.5689786
2003-03-29,1500,1800,1530,1000,7.4,14.7,0.1,0,0,1.8,53,9.3,20.52,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,41.6636875,32.37202636,-10.50990289,-0.168144611,86.57082434,1485.20218,1457.382166,1423.188005,1287.706546,951.2681182,-26.86586763,-25.65189859,-33.19314753,-27.66130733,-25.94209201,51.30130147,98.42037262,101.3244867,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,710.2458079,551.8458222,187.3218978,-387.5384012,-137.8389425
2003-03-31,1500,1800,1530,900,14.5,19.7,9.8,0.6,11,1.7,68,1.3,7.77,13331,378849,15314,933095,48773,187818,72.962,74.679,75.967,95.247,84.656,59.99,0,4827,0,1586,0,32.9,0,20,70.51884741,20.9616487,-34.46544025,-5.206631039,89.30885477,1486.704105,1458.144594,1424.874689,1290.764447,953.0896767,-57.22295278,-26.86586763,-25.65189859,-33.19314753,-27.66130733,-25.94209201,51.30130147,98.42037262,101.3244867,148.5619341,151.5612863,142.2749242,515.3695145,519.4641048,812.5586951,800.224714,784.03359,781.4138945,787.5001129,827.6946465,820.8937571,435.033872,209.5907512,-385.5578156,-142.3985315
